DATE      	TIME       	LAT     	LON      	DEPTH	MAG
1996-03-27	01:59.0	29.9986	88.0941	37	3.8
1996-04-26	30:58.2	27.823	87.7573	17.6	5.1
1996-05-10	07:00.1	29.9367	88.1127	10.1	4.8
1996-05-11	58:48.7	29.9603	88.0987	12.2	4.8
1996-05-14	41:12.0	29.9656	87.9791	37	4.1
1996-05-14	15:04.9	29.5638	84.7352	35	3.7
1996-05-17	03:49.7	29.9395	88.0927	37	4.3
1996-07-05	09:58.8	29.9809	87.9625	37	4.2
1996-07-12	23:15.7	29.7149	88.0352	37	3.9
1996-10-03	29:06.2	28.186	87.4286	51.7	4.3
1996-10-13	44:39.2	28.5074	86.8306	50	4
1996-12-30	08:19.0	27.418	86.7369	25	5
1996-12-30	16:32.1	27.1768	86.5443	35	3.7
1997-01-31	09:18.1	28.02	85.1189	12	4.3
1997-01-31	02:16.7	28.0508	85.2138	13.8	5.2
1997-01-31	55:55.6	27.944	85.0189	12	3.8
1997-02-01	55:15.2	27.9429	84.9831	12	4.1
1997-02-03	43:07.8	27.9036	85.1387	19.8	3.9
1997-02-03	38:14.5	27.8234	85.0902	18.6	4.3
1997-03-03	29:41.0	27.1615	86.1568	43.9	4.5
1997-03-22	16:07.2	29.8973	88.0278	37	4.1
1997-03-24	28:04.1	27.8778	85.0475	12	4.5
1997-04-07	13:00:44	27.4865	86.5815	35	4.2
1997-05-26	45:34.6	27.6618	86.893	35	3.6
1997-07-05	22:55.2	28.8958	87.0457	35	4
1997-08-16	30:56.4	29.9616	86.1625	35	3.8
1997-08-17	03:38.1	28.1202	87.5681	68	3.9
1997-09-13	36:35.9	29.9881	88.0359	35	3.9
1997-09-13	38:11.2	29.9825	88.1919	37	4
1997-09-17	22:14.5	29.6046	83.5769	35	4
1997-09-18	37:10.9	28.6943	88.1235	35	4.4
1997-10-11	11:08.5	27.6726	86.1436	19	4.1
1997-11-03	29:49.9	29.0365	85.385	10	5.4
1997-11-04	03:10.8	28.8443	85.3461	35	4.1
1997-11-26	56:36.2	27.6126	85.7717	19	4
1997-11-27	11:57.0	27.5149	87.2609	26	5.1
1997-11-27	55:49.7	27.521	87.1373	10	4.1
1997-12-08	03:56.5	27.4914	87.2541	24.9	4.9
1997-12-08	38:00.1	27.4578	87.1394	35	3.9
1998-02-01	32:48.1	28.3093	87.1488	10	4.1
1998-02-12	40:28.8	26.9473	87.9195	36	4.2
1998-02-22	40:42.0	28.5832	85.5613	45.2	4.9
1998-02-28	59:30.8	26.9786	87.6483	24	4.3
1998-03-15	35:32.4	28.7766	86.879	35	4.1
1998-03-18	12:21.0	27.1494	88.1993	35	3.7
1998-03-21	09:41.0	28.5764	86.3933	57	3.8
1998-05-16	31:03.7	26.6277	84.6978	35	4
1998-06-27	05:59.3	27.7173	85.6608	19.6	4.9
1998-07-31	50:22.8	28.1453	87.8247	71	4
1998-09-03	15:54.9	27.8233	86.9607	8.6	5.6
1998-09-03	22:19.6	27.9324	87.0933	18	4.1
1998-09-03	48:31.1	27.5982	86.7629	35	4
1998-09-03	51:40.7	27.6436	86.7747	35	3.9
1998-09-03	00:55.3	27.6342	86.7747	35	4.2
1998-09-03	02:30.4	27.5954	86.7696	35	4.5
1998-09-04	36:20.8	27.6641	86.7313	35	4
1998-09-04	10:20.5	27.7176	86.8705	35	4.1
1998-09-04	16:15.9	27.6332	86.8156	35	3.6
1998-09-06	35:50.2	27.8017	86.8374	22.2	4.6
1998-09-07	01:43.0	27.8606	87.016	18	3.8
1998-09-08	27:32.7	27.8288	87.0106	1.2	3.9
1998-09-11	49:55.5	28.7124	87.4124	35	3.6
1998-09-12	08:49.9	27.98	87.1165	11.1	4.1
1998-09-17	25:26.9	27.824	86.8642	18	3.5
1998-09-21	24:43.6	29.9422	88.0617	37	4.1
1998-09-26	48:45.3	27.6519	86.2274	24.1	3.9
1998-10-02	36:46.0	29.2459	85.1927	35	4
1998-10-04	11:05.8	29.0537	83.9326	35	3.8
1998-10-13	47:55.0	29.8725	88.0692	37	3.7
1998-10-14	13:02.0	27.7972	87.0405	18	3.8
1998-10-16	27:18.5	28.0241	85.5902	15	3.9
1998-11-26	14:27.8	27.7404	87.8501	60.8	5.2
1998-11-27	37:55.6	27.7272	86.774	35	3.5
1998-12-01	35:14.7	27.8913	87.6308	70.1	4.6
1999-02-01	25:45.4	28.4292	83.1759	35	4.3
1999-03-01	21:22.9	28.1329	87.1191	18	3.7
1999-03-19	53:39.1	27.7154	85.6106	10	4.7
1999-03-25	47:54.9	28.1969	87.3295	10	3.9
1999-04-10	42:36.0	28.4579	88.0627	35	3.7
1999-06-13	38:03.6	28.2815	86.484	57	3.9
1999-08-01	24:52.5	28.4503	86.7696	82.6	5.1
1999-09-05	28:24.0	27.9932	87.4137	100	4.3
1999-09-20	28:03.5	27.4774	88.0872	35	3.8
2000-01-20	54:24.9	27.8634	85.7695	24.1	4.4
2000-01-25	07:45.6	27.4941	88.1672	22	3.8
2000-02-21	21:40.0	28.483	86.578	57	4
2000-03-13	44:36.9	27.6608	87.7068	100	4
2000-06-02	18:09:14	28.1331	83.1035	10	3.8
2000-09-02	21:44.8	28.1475	85.3048	12	3.9
2000-09-06	19:07.7	28.6507	86.8827	50	4.1
2001-02-27	21:20.6	28.5387	87.1554	34	3.9
2001-03-13	11:14.8	28.8224	83.6987	35	3.6
2001-04-03	08:35.5	27.719	86.0199	19.3	4.6
2001-04-08	35:50.1	27.5376	88.1313	20	3.9
2001-04-12	08:54.0	29.9134	88.0355	37	4.5
2001-04-28	37:56.4	28.8175	87.1612	22.3	5.3
2001-04-29	39:06.7	28.6872	87.1516	34	4.6
2001-05-28	09:46.6	29.4208	85.7493	35	3.6
2001-07-16	12:44.6	28.0451	84.8141	8.9	5
2001-07-16	01:42.8	28.1948	84.119	35	4.1
2001-08-06	23:33.6	28.0372	87.789	63.9	4
2001-09-27	40:13.2	26.861	87.742	32.5	4.3
2001-12-18	05:24.4	29.7864	87.7441	35	3.7
2002-01-27	13:18.4	29.9481	87.9679	37	3.6
2002-01-31	11:02.7	29.8346	87.884	37	4
2002-03-07	50:21.0	29.7145	84.3599	77.8	4
2002-03-21	03:21.6	29.9778	87.9623	37	4.2
2002-03-23	56:28.5	29.9535	88.0468	37	4.6
2002-03-27	46:48.6	29.8728	88.0574	37	4
2002-03-27	26:58.4	29.7541	87.7799	37	3.7
2002-03-29	06:44.3	29.9251	87.9136	37	4
2002-03-31	40:30.2	29.8607	87.9536	37	4.3
2002-04-02	34:13.3	29.177	86.9501	5.5	4.2
2002-04-02	57:22.8	29.2856	87.0569	35	4.2
2002-05-02	35:31.3	27.6048	86.6271	35	4.1
2002-05-03	01:21.6	27.2114	88.1286	36	3.8
2002-05-08	57:00.1	28.5384	86.5244	100	3.8
2002-05-09	09:23.6	29.8541	87.935	37	4.4
2002-06-02	12:12.4	28.2015	83.5913	15.5	4.2
2002-06-16	35:45.0	29.8738	88.0528	6.3	4.2
2002-07-02	10:40.4	26.7297	84.5264	35	3.9
2002-07-09	08:07.4	29.9702	88.0161	35	4.5
2002-07-16	39:27.1	27.7759	87.8195	48.1	3.7
2002-07-18	24:26.3	28.2184	88.0584	82.1	3.6
2002-08-01	17:16.9	29.881	88.1114	8.6	4.3
2002-08-06	30:02.7	29.9412	88.0381	37	4.6
2002-08-16	14:36.1	29.9179	87.9971	37	3.8
2002-08-18	02:42.3	29.9384	88.116	37	3.8
2002-08-22	50:16.4	29.8852	88.1495	37	4.4
2002-08-31	40:33.6	29.8564	88.0622	10.5	5
2002-08-31	10:58.6	29.9135	87.9515	37	3.6
2002-10-11	24:31.9	29.8841	88.0224	37	4.3
2002-10-21	59:05.5	29.8406	84.4338	10	4
2002-10-23	04:45.0	27.5404	88.1139	22.1	3.6
2002-10-29	26:38.9	28.103	87.7109	81.1	4.1
2002-11-17	52:31.2	28.7295	87.8852	35	4
2002-12-16	57:01.1	29.7707	87.9746	37	4.2
2002-12-27	10:44.3	29.8581	87.934	35	3.9
2002-12-27	28:36.3	29.9083	88.0928	37	4.1
2002-12-27	35:28.3	29.9019	88.0813	37	3.9
2003-01-08	09:25.8	28.2146	83.1847	35	4
2003-01-16	36:51.6	29.8522	88.0952	17.3	5
2003-01-16	04:34.3	29.93	88.0503	37	4
2003-01-18	22:19.2	27.5791	86.189	19	3.5
2003-01-20	43:54.7	29.2057	84.2944	35	4
2003-01-21	09:28.5	29.8674	88.0073	37	4
2003-01-22	20:08.5	28.5635	87.1894	34	4
2003-02-25	46:32.2	28.5155	87.6093	10	4.2
2003-02-26	58:19.3	28.351	86.3936	89.8	4.3
2003-02-26	40:52.1	29.9262	87.8048	37	4
2003-03-28	53:23.3	28.323	87.0037	34	3.8
2003-06-23	30:54.8	27.7238	88.0558	78.8	4.4
2003-07-08	30:35.6	27.2578	88.0516	6	3.9
2003-09-10	02:11.8	28.1677	86.9582	35	3.7
2003-09-29	40:30.1	27.2976	87.8184	20	4.5
2003-10-25	52:01.1	29.9228	84.9311	10	3.8
2003-11-05	19:22.7	27.777	85.8953	19	3.7
2003-11-11	16:34.0	29.9931	86.5049	35	4
2003-11-22	07:07.7	28.2315	83.8239	35	3.9
2003-11-22	31:58.2	28.1617	83.8328	35	3.9
2003-11-23	15:05.7	28.3798	83.8007	24.2	4
2003-11-30	56:57.8	28.7979	88.1186	35	4.3
2004-01-03	14:28.3	27.7714	85.9547	19	4.9
2004-02-18	23:41.6	27.2889	87.8299	13.5	4.2
2004-02-20	35:40.4	28.1664	87.5284	68	3.6
2004-02-27	53:15.9	28.2274	87.5611	78.5	4.8
2004-03-31	32:26.0	27.449	87.9742	20	3.8
2004-05-12	46:33.7	29.9937	85.2542	35	3.7
2004-06-02	24:47.6	29.8471	87.6627	35	3.6
2004-06-24	03:31.3	29.8415	87.907	37	4.2
2004-06-25	09:58.4	29.927	87.9454	37	4.1
2004-06-26	00:08.1	29.8315	87.8368	35	3.8
2004-06-26	38:38.4	29.8719	87.8136	35	3.6
2004-06-30	33:06.1	29.9081	87.9841	37	4.4
2004-07-01	14:40.3	29.9977	87.9606	37	3.7
2004-07-08	50:01.5	29.7728	88.014	37	4.2
2004-07-16	33:52.8	28.3736	84.0248	8.1	4.1
2004-07-20	35:50.5	28.005	85.8761	11.7	4
2004-07-23	25:34.2	29.9813	88.061	25.2	4.7
2004-08-15	00:59.0	28.6753	84.6645	10	4.1
2004-08-21	07:09.1	29.9496	88.0911	10	4.2
2004-08-21	08:51.2	29.8865	87.9653	37	4.2
2004-10-10	48:40.3	27.6506	87.4942	21	3.5
2004-11-10	21:13.5	28.0111	87.7418	71	4.5
2004-11-17	39:03.0	28.0802	84.4825	35	3.9
2005-02-08	51:35.5	27.7853	85.9907	14.3	4.2
2005-02-08	35:05.3	27.7046	86.0788	18.5	4.9
2005-02-08	13:56.2	27.7048	86.079	17.7	4.2
2005-03-05	19:24.1	28.2213	84.1313	27.4	3.6
2005-03-19	54:44.0	28.0569	84.1672	35	4.2
2005-03-26	32:11.0	28.2527	87.8966	54.7	4.8
2005-03-29	51:25.3	28.0102	84.6927	15.6	3.9
2005-04-09	27:31.4	29.9396	84.2731	35	3.4
2005-06-14	23:18.0	27.2876	87.9004	35	4.5
2005-08-28	14:06.0	27.593	87.3835	23.2	4.8
2005-10-14	43:05.1	28.1566	86.1697	19	3.9
