DATE      ,TIME       ,LAT     ,LON      ,DEPTH,MAG,,,,,,,,,,,,,,,,
2016-12-03,31:18.9,27.8775,87.1905,18,3.3,,,,,,,,,,,,,,,,
2016-12-13,14:01.1,30.8588,78.1392,3.4,3.9,,,,,,,,,,,,,,,,
2016-12-13,41:35.9,30.9413,78.1499,7.5,3.5,,,,,,,,,,,,,,,,
2016-12-17,25:55.6,34.136,73.8666,20,4.5,,,,,,,,,,,,,,,,
2016-12-19,31:53.7,30.7806,78.0646,5,3.7,,,,,,,,,,,,,,,,
2016-12-26,45:47.3,30.9189,77.9414,18.1,3.7,,,,,,,,,,,,,,,,
2016-12-27,17:12.4,34.5164,73.7036,22,4.1,,,,,,,,,,,,,,,,
2016-12-27,45:04.3,37.4891,72.5999,64,3.8,,,,,,,,,,,,,,,,
2016-12-28,16:50.4,29.6694,81.9143,31,3.5,,,,,,,,,,,,,,,,
2017-01-02,16:46.5,34.9078,73.5669,21,4.1,,,,,,,,,,,,,,,,
2017-01-03,41:45.9,29.6693,81.6962,27,3.6,,,,,,,,,,,,,,,,
2017-01-03,32:25.3,27.9697,93.8478,10,4.3,,,,,,,,,,,,,,,,
2017-01-03,56:25.5,34.9129,73.4711,21,3.8,,,,,,,,,,,,,,,,
2017-01-03,23:17.2,34.5392,73.3255,22,3.7,,,,,,,,,,,,,,,,
2017-01-08,31:28.4,31.7519,72.2845,35,4.4,,,,,,,,,,,,,,,,
2017-01-08,20:52.7,35.5542,74.8227,35,3.6,,,,,,,,,,,,,,,,
2017-01-12,13:48.4,27.8922,87.695,35,3.6,,,,,,,,,,,,,,,,
2017-01-12,32:43.5,35.4591,74.6039,36,3.6,,,,,,,,,,,,,,,,
2017-01-19,59:41.0,28.8864,88.3719,10,4,,,,,,,,,,,,,,,,
2017-01-19,18:32.6,28.1732,92.6109,8.9,4.1,,,,,,,,,,,,,,,,
2017-01-26,44:23.4,37.3314,72.2116,200,3.9,,,,,,,,,,,,,,,,
2017-02-04,13:21.7,27.2638,85.3485,10,3.5,,,,,,,,,,,,,,,,
2017-02-04,05:19.8,32.3894,76.5934,14,3.6,,,,,,,,,,,,,,,,
2017-02-05,54:55.7,28.1066,93.7844,6.9,3.9,,,,,,,,,,,,,,,,
2017-02-06,03:05.8,30.5773,79.0787,14.6,5.6,,,,,,,,,,,,,,,,
2017-02-07,38:41.4,27.5743,86.1401,19,3.6,,,,,,,,,,,,,,,,
2017-02-18,15:32.3,27.8491,84.7259,35,3.4,,,,,,,,,,,,,,,,
2017-02-20,53:19.3,35.4579,71.8048,68,4,,,,,,,,,,,,,,,,
2017-02-27,37:46.0,27.3258,86.0698,15.3,4.7,,,,,,,,,,,,,,,,
2017-02-27,21:40.4,27.3533,86.0778,13.4,4.5,,,,,,,,,,,,,,,,
2017-03-05,53:13.2,33.9747,72.5591,35,3.4,,,,,,,,,,,,,,,,
2017-03-05,38:08.7,34.7522,73.5875,35,3.6,,,,,,,,,,,,,,,,
2017-03-06,44:00.4,36.968,73.6496,100,4.3,,,,,,,,,,,,,,,,
2017-03-07,28:58.1,26.9434,89.238,17,4,,,,,,,,,,,,,,,,
2017-03-14,17:57.4,33.0509,76.2639,18.9,3.7,,,,,,,,,,,,,,,,
2017-03-18,47:30.1,34.724,72.5918,25,3.7,,,,,,,,,,,,,,,,
2017-03-19,38:42.9,27.9716,87.0739,18,3.9,,,,,,,,,,,,,,,,
2017-03-21,56:38.0,33.8064,72.6746,34,4.2,,,,,,,,,,,,,,,,
2017-03-23,46:23.4,37.3874,71.9963,10,3.9,,,,,,,,,,,,,,,,
2017-03-25,42:22.4,29.3421,80.6457,19,3.7,,,,,,,,,,,,,,,,
2017-03-26,45:09.1,27.951,85.8416,10.9,3.8,,,,,,,,,,,,,,,,
2017-03-26,42:11.0,27.0745,88.5561,23.1,4.4,,,,,,,,,,,,,,,,
2017-03-26,17:26.6,37.2316,72.018,100,4,,,,,,,,,,,,,,,,
2017-04-05,59:41.7,37.4311,72.2909,200,3.5,,,,,,,,,,,,,,,,
2017-04-06,02:03.6,29.8059,90.0211,35,3.6,,,,,,,,,,,,,,,,
2017-04-07,32:55.7,30.5425,79.5043,17,3.5,,,,,,,,,,,,,,,,
2017-04-10,50:30.7,30.6789,78.7363,10,3.9,,,,,,,,,,,,,,,,
2017-04-15,35:59.3,37.3227,71.9651,100,3.8,,,,,,,,,,,,,,,,
2017-04-16,09:52.3,30.5692,79.1128,15.4,3.4,,,,,,,,,,,,,,,,
2017-04-18,11:53.9,34.0582,76.5004,37.4,4.5,,,,,,,,,,,,,,,,
2017-04-20,32:49.3,27.7253,86.9165,35,3.5,,,,,,,,,,,,,,,,
2017-04-23,39:17.7,31.8077,78.1619,26.2,3.7,,,,,,,,,,,,,,,,
2017-04-24,04:27.4,29.5671,81.2829,10,4.2,,,,,,,,,,,,,,,,
2017-04-24,19:21.3,27.8266,85.7525,12.7,3.9,,,,,,,,,,,,,,,,
2017-04-25,33:46.6,37.4252,75.5458,100,4.2,,,,,,,,,,,,,,,,
2017-04-27,10:13.0,29.227,86.0624,17.1,4.3,,,,,,,,,,,,,,,,
2017-05-01,24:10.7,33.9929,77.6706,10,3.6,,,,,,,,,,,,,,,,
2017-05-02,51:42.4,32.8205,76.2722,10,3.7,,,,,,,,,,,,,,,,
2017-05-06,57:07.2,36.7003,73.9107,100,4,,,,,,,,,,,,,,,,
2017-05-07,44:38.3,34.8558,73.6606,35,3.7,,,,,,,,,,,,,,,,
2017-05-10,29:39.7,37.4182,74.9826,10,3.7,,,,,,,,,,,,,,,,
2017-05-10,02:18.4,37.4353,75.4333,10,3.5,,,,,,,,,,,,,,,,
2017-05-13,59:14.3,37.2617,74.9209,10,3.5,,,,,,,,,,,,,,,,
2017-05-15,28:06.6,37.3405,71.8477,150,3.4,,,,,,,,,,,,,,,,
2017-05-16,13:17.7,27.3759,88.203,3.3,4.2,,,,,,,,,,,,,,,,
2017-05-19,02:30.7,32.8937,76.3668,34.3,4.4,,,,,,,,,,,,,,,,
2017-05-20,41:42.0,32.9631,76.3492,6.2,3.5,,,,,,,,,,,,,,,,
2017-05-20,48:42.0,32.9359,76.4107,17.2,4,,,,,,,,,,,,,,,,
2017-05-21,27:08.7,32.3735,76.8074,4.9,3.6,,,,,,,,,,,,,,,,
2017-05-24,16:25.4,27.5726,90.4024,10,4.3,,,,,,,,,,,,,,,,
2017-05-27,36:00.1,37.4477,71.8133,119.2,4.4,,,,,,,,,,,,,,,,
2017-05-28,50:01.6,37.2276,72.0097,150,3.9,,,,,,,,,,,,,,,,
2017-05-29,53:27.7,33.2123,75.8609,34.7,4.4,,,,,,,,,,,,,,,,
2017-05-30,38:00.3,29.4647,80.9999,17,3.8,,,,,,,,,,,,,,,,
2017-06-01,55:54.6,29.0093,76.7769,11.9,4.6,,,,,,,,,,,,,,,,
2017-06-04,24:41.9,37.4533,72.1027,130,3.7,,,,,,,,,,,,,,,,
2017-06-08,40:20.3,28.5354,84.3194,35,3.6,,,,,,,,,,,,,,,,
2017-06-12,54:10.8,27.5472,86.0841,4.7,3.5,,,,,,,,,,,,,,,,
2017-06-12,11:18.4,30.7187,78.4194,2.4,3.6,,,,,,,,,,,,,,,,
2017-06-14,06:05.5,34.8957,72.8685,24,4.6,,,,,,,,,,,,,,,,
2017-06-16,38:50.2,28.0734,87.882,79.8,3.4,,,,,,,,,,,,,,,,
2017-06-18,48:22.1,37.3039,72.0328,200,4,,,,,,,,,,,,,,,,
2017-06-21,37:39.2,36.9785,72.2636,150,3.8,,,,,,,,,,,,,,,,
2017-06-28,24:01.7,27.6109,86.3518,12.9,3.8,,,,,,,,,,,,,,,,
2017-06-30,38:45.9,34.8816,73.8367,50,3.5,,,,,,,,,,,,,,,,
2017-07-02,58:27.5,27.2096,86.3232,13.8,4.7,,,,,,,,,,,,,,,,
2017-07-02,50:33.3,37.3704,71.8697,200,3.5,,,,,,,,,,,,,,,,
2017-07-04,36:20.3,37.4754,72.3299,200,3.8,,,,,,,,,,,,,,,,
2017-07-05,45:45.7,30.8239,80.7659,7,3.8,,,,,,,,,,,,,,,,
2017-07-05,54:18.9,29.1519,84.0929,10,3.6,,,,,,,,,,,,,,,,
2017-07-08,12:32.1,34.6362,73.4004,35,4.7,,,,,,,,,,,,,,,,
2017-07-08,27:00.0,34.7675,72.2572,10,3.8,,,,,,,,,,,,,,,,
2017-07-09,08:52.1,37.2983,71.9592,200,3.4,,,,,,,,,,,,,,,,
2017-07-10,38:57.0,30.3706,79.1423,24,3.7,,,,,,,,,,,,,,,,
2017-07-14,24:53.1,37.4212,72.1324,200,3.5,,,,,,,,,,,,,,,,
2017-07-15,35:29.3,28.8701,81.6519,33,4.1,,,,,,,,,,,,,,,,
2017-07-15,56:13.1,30.5951,82.6997,10,4.6,,,,,,,,,,,,,,,,
2017-07-15,32:46.6,34.4948,73.593,22,3.8,,,,,,,,,,,,,,,,
2017-07-17,28:24.0,37.4627,72.3666,200,3.6,,,,,,,,,,,,,,,,
2017-07-19,48:08.6,33.3106,76.884,10,3.5,,,,,,,,,,,,,,,,
2017-07-19,45:02.5,37.4721,72.1816,130,3.7,,,,,,,,,,,,,,,,
2017-07-19,18:02.9,35.5321,74.5345,36,3.7,,,,,,,,,,,,,,,,
2017-07-20,02:10.5,37.0902,71.9492,200,3.5,,,,,,,,,,,,,,,,
2017-07-20,23:59.5,35.2887,74.5379,36,3.6,,,,,,,,,,,,,,,,
2017-07-26,26:38.6,35.7458,75.9657,10,4,,,,,,,,,,,,,,,,
2017-07-31,57:21.4,26.7606,92.3063,11.3,3.9,,,,,,,,,,,,,,,,
2017-08-05,10:49.0,30.6294,82.2129,10,3.6,,,,,,,,,,,,,,,,
2017-08-14,08:57.6,28.9369,81.6159,33,3.9,,,,,,,,,,,,,,,,
2017-08-14,41:13.4,34.6805,72.8761,10,3.8,,,,,,,,,,,,,,,,
2017-08-16,23:11.4,32.5671,76.4013,14,3.8,,,,,,,,,,,,,,,,
2017-08-16,26:47.5,32.8045,76.4593,10,4.3,,,,,,,,,,,,,,,,
2017-08-21,03:13.6,27.5864,86.1816,10.9,4.4,,,,,,,,,,,,,,,,
2017-08-22,50:36.1,29.3667,81.151,17,4.4,,,,,,,,,,,,,,,,
2017-08-22,22:08.3,30.4447,79.6731,17,3.4,,,,,,,,,,,,,,,,
2017-08-22,59:10.4,35.3077,74.3947,35,3.7,,,,,,,,,,,,,,,,
2017-08-23,58:39.5,35.3225,74.6289,10,4.6,,,,,,,,,,,,,,,,
2017-08-23,17:39.6,35.2142,74.3256,10,3.6,,,,,,,,,,,,,,,,
2017-08-24,40:45.0,28.0551,85.9025,8.8,3.9,,,,,,,,,,,,,,,,
2017-08-25,56:34.1,28.1657,86.3968,35,3.6,,,,,,,,,,,,,,,,
2017-08-27,24:53.0,33.7615,73.0329,35,4.3,,,,,,,,,,,,,,,,
2017-08-30,06:11.4,37.3304,71.9994,150,3.5,,,,,,,,,,,,,,,,
2017-09-15,04:47.0,27.7338,85.8172,19,3.6,,,,,,,,,,,,,,,,
2017-09-21,19:03.9,27.5737,86.2164,13.7,4,,,,,,,,,,,,,,,,
2017-09-22,36:05.6,34.9015,72.6476,35,3.7,,,,,,,,,,,,,,,,
2017-09-23,14:09.4,34.2229,74.5215,25.4,4.5,,,,,,,,,,,,,,,,
2017-09-27,58:48.6,29.7345,80.6179,19,3.3,,,,,,,,,,,,,,,,
2017-10-01,04:18.4,35.7414,75.9612,35,3.3,,,,,,,,,,,,,,,,
2017-10-02,22:05.8,28.8005,82.2632,14.5,4,,,,,,,,,,,,,,,,
2017-10-05,11:32.5,28.9818,92.1086,10,3.7,,,,,,,,,,,,,,,,
2017-10-06,44:22.4,29.9879,86.7424,10,4.3,,,,,,,,,,,,,,,,
2017-10-11,23:11.6,35.0752,72.1793,35,3.9,,,,,,,,,,,,,,,,
2017-10-12,25:14.8,35.0357,72.1124,35,3.9,,,,,,,,,,,,,,,,
2017-10-14,47:35.4,28.144,83.9377,35,3.7,,,,,,,,,,,,,,,,
2017-10-14,49:29.9,37.1554,72.0052,200,3.4,,,,,,,,,,,,,,,,
2017-10-18,06:32.4,34.7982,72.7643,35,4,,,,,,,,,,,,,,,,
2017-10-19,10:23.4,33.5313,76.2147,20.9,4.5,,,,,,,,,,,,,,,,
2017-10-21,22:54.8,29.2381,94.2431,10,3.5,,,,,,,,,,,,,,,,
2017-10-25,05:41.3,37.0679,75.2267,35,3.9,,,,,,,,,,,,,,,,
2017-10-25,20:03.4,36.9827,75.0578,35,3.7,,,,,,,,,,,,,,,,
2017-10-25,31:03.5,36.9447,75.0964,35,3.5,,,,,,,,,,,,,,,,
2017-10-25,02:12.3,37.167,75.1947,10,4.3,,,,,,,,,,,,,,,,
2017-10-26,51:41.7,29.0736,81.5425,33,3.8,,,,,,,,,,,,,,,,
2017-10-27,37:43.6,31.5766,77.2876,24.9,4.1,,,,,,,,,,,,,,,,
2017-10-27,54:20.6,32.3192,76.4233,12.3,3.6,,,,,,,,,,,,,,,,
2017-10-27,27:23.7,36.5244,72.4752,63,3.4,,,,,,,,,,,,,,,,
2017-10-31,38:26.7,34.7804,73.3415,21,3.6,,,,,,,,,,,,,,,,
2017-11-05,18:27.4,37.4537,72.0291,200,3.4,,,,,,,,,,,,,,,,
2017-11-06,09:04.4,29.594,81.2143,14.2,4.4,,,,,,,,,,,,,,,,
2017-11-07,17:56.7,37.4136,72.1437,200,4.5,,,,,,,,,,,,,,,,
2017-11-08,21:45.3,27.4226,92.6381,18,3.5,,,,,,,,,,,,,,,,
2017-11-09,13:37.3,34.6562,78.7932,35,3.7,,,,,,,,,,,,,,,,
2017-11-14,01:18.7,37.2009,72.2621,250,4.3,,,,,,,,,,,,,,,,
2017-11-16,16:14.8,37.3103,72.0453,150,3.5,,,,,,,,,,,,,,,,
2017-11-17,34:18.8,29.835,95.0648,6.4,6.1,,,,,,,,,,,,,,,,
2017-11-17,43:49.6,29.6893,95.0202,35,4,,,,,,,,,,,,,,,,
2017-11-18,16:21.9,29.879,95.2205,10,3.6,,,,,,,,,,,,,,,,
2017-11-18,41:12.5,29.843,94.9501,10,3.6,,,,,,,,,,,,,,,,
2017-11-18,02:40.4,29.7321,95.4745,10,3.6,,,,,,,,,,,,,,,,
2017-11-18,42:58.8,29.8523,95.2218,10,3.8,,,,,,,,,,,,,,,,
2017-11-20,46:20.6,28.2896,87.2984,19.6,3.8,,,,,,,,,,,,,,,,
2017-11-21,11:01.9,29.9808,85.4418,35,4,,,,,,,,,,,,,,,,
2017-11-23,14:14.5,29.8424,95.1644,10,4.5,,,,,,,,,,,,,,,,
2017-11-23,32:16.7,29.8056,95.2078,35,3.3,,,,,,,,,,,,,,,,
2017-11-23,59:45.0,29.857,95.2049,10,4,,,,,,,,,,,,,,,,
2017-11-23,13:46.9,29.8998,95.0691,10,4.6,,,,,,,,,,,,,,,,
2017-11-23,26:35.4,29.566,94.4942,35,3.6,,,,,,,,,,,,,,,,
2017-11-25,32:55.8,37.2487,71.8194,150,3.7,,,,,,,,,,,,,,,,
2017-11-25,36:23.7,35.6634,73.5967,50,3.5,,,,,,,,,,,,,,,,
2017-11-30,45:12.7,30.5044,76.5543,28.9,3.6,,,,,,,,,,,,,,,,
2017-12-02,43:43.8,27.2861,88.2374,7.2,4.3,,,,,,,,,,,,,,,,
2017-12-06,19:49.8,30.595,79.0957,12.8,5.1,,,,,,,,,,,,,,,,
2017-12-08,51:18.3,27.6192,86.1527,13.7,4.9,,,,,,,,,,,,,,,,
2017-12-09,43:06.1,33.3921,76.8667,16.6,4.6,,,,,,,,,,,,,,,,
2017-12-10,53:44.8,34.3142,78.7425,35,3.9,,,,,,,,,,,,,,,,
2017-12-10,58:55.4,34.3167,78.521,35,4.5,,,,,,,,,,,,,,,,
2017-12-17,20:41.5,27.6043,94.2478,18.9,4.4,,,,,,,,,,,,,,,,
2017-12-18,33:45.7,27.8839,85.6477,10,3.6,,,,,,,,,,,,,,,,
2017-12-19,40:54.1,29.8846,95.0187,19.3,5.1,,,,,,,,,,,,,,,,
2017-12-21,47:10.4,27.4372,92.5518,10.7,3.7,,,,,,,,,,,,,,,,
2017-12-25,51:21.6,34.3577,73.8383,10,3.9,,,,,,,,,,,,,,,,
2017-12-28,17:27.1,30.5926,79.1466,30.5,3.8,,,,,,,,,,,,,,,,
2017-12-31,47:52.6,29.8437,95.2256,35,3.7,,,,,,,,,,,,,,,,
2017-12-31,37:57.5,37.321,72.2098,200,3.8,,,,,,,,,,,,,,,,
2018-01-05,55:23.9,29.5299,81.0992,17,3.5,,,,,,,,,,,,,,,,
2018-01-17,46:02.4,29.8352,95.1747,35,3.6,,,,,,,,,,,,,,,,
2018-01-19,54:01.2,28.5271,85.8086,35,3.4,,,,,,,,,,,,,,,,
2018-02-01,47:49.5,32.8858,73.1444,10,4,,,,,,,,,,,,,,,,
2018-02-09,30:46.3,29.8171,95.2192,35,3.4,,,,,,,,,,,,,,,,
2018-02-26,00:50.6,27.6588,86.3355,15.2,3.4,,,,,,,,,,,,,,,,
2018-02-28,32:35.1,37.4588,72.9869,35,3.1,,,,,,,,,,,,,,,,
2018-03-01,32:10.4,29.9814,88.0636,37,3.2,,,,,,,,,,,,,,,,
2018-03-02,06:02.8,27.6755,86.3161,17,3.8,,,,,,,,,,,,,,,,
2018-03-03,15:09.0,37.4392,71.8672,250,3.5,,,,,,,,,,,,,,,,
2018-03-04,58:41.6,31.5025,72.2246,35,3.6,,,,,,,,,,,,,,,,
2018-03-08,56:33.4,28.6364,88.0381,35,3.5,,,,,,,,,,,,,,,,
2018-03-08,00:15.2,37.2864,71.9683,200,4.4,,,,,,,,,,,,,,,,
2018-03-09,29:35.2,31.2005,79.6454,35,3.3,,,,,,,,,,,,,,,,
2018-03-09,50:59.3,31.4045,80.154,35,3.5,,,,,,,,,,,,,,,,
2018-03-10,21:25.6,35.7196,75.9679,10,4.3,,,,,,,,,,,,,,,,
2018-03-10,44:52.6,35.573,75.8003,10,3.6,,,,,,,,,,,,,,,,
2018-03-13,07:57.5,31.1356,80.2718,10,3.7,,,,,,,,,,,,,,,,
2018-03-15,51:29.9,31.4229,80.6543,35,3.8,,,,,,,,,,,,,,,,
2018-03-15,53:24.9,33.204,75.9811,41.4,4.4,,,,,,,,,,,,,,,,
2018-03-21,05:51.5,33.6518,76.5792,31,3.9,,,,,,,,,,,,,,,,
2018-03-25,44:22.3,28.5985,86.6723,57,4,,,,,,,,,,,,,,,,
2018-03-29,37:41.9,29.9498,86.9522,35,3.3,,,,,,,,,,,,,,,,
2018-03-29,28:18.4,29.5177,86.1139,35,3.5,,,,,,,,,,,,,,,,
2018-03-30,16:34.9,29.3842,85.96,35,3.7,,,,,,,,,,,,,,,,
2018-03-30,53:42.6,37.322,71.8644,150,3.5,,,,,,,,,,,,,,,,
2018-04-01,11:45.7,29.8865,80.2142,16,3.4,,,,,,,,,,,,,,,,
2018-04-01,58:02.9,34.6529,72.7793,21,3.7,,,,,,,,,,,,,,,,
2018-04-02,34:08.4,36.5,72.373,63,3.4,,,,,,,,,,,,,,,,
2018-04-04,35:41.1,37.4705,72.2164,200,3.9,,,,,,,,,,,,,,,,
2018-04-06,08:37.9,29.5373,83.9377,35,3.5,,,,,,,,,,,,,,,,
2018-04-07,41:57.4,37.2566,72.2163,227.8,4.3,,,,,,,,,,,,,,,,
2018-04-07,01:15.6,37.4021,71.9924,130,3.5,,,,,,,,,,,,,,,,
2018-04-10,47:04.3,33.9256,73.3893,10,3.8,,,,,,,,,,,,,,,,
2018-04-12,51:53.0,31.4978,80.6344,35,4,,,,,,,,,,,,,,,,
2018-04-14,46:40.7,37.1675,71.9842,100,4.2,,,,,,,,,,,,,,,,
2018-04-17,57:02.0,31.363,80.5606,35,3.7,,,,,,,,,,,,,,,,
2018-04-18,08:37.3,29.6621,83.7502,35,4,,,,,,,,,,,,,,,,
2018-04-19,52:39.9,31.4761,80.5724,35,4,,,,,,,,,,,,,,,,
2018-04-20,40:02.8,37.1748,71.8406,142,4.3,,,,,,,,,,,,,,,,
2018-04-23,37:58.4,28.3573,86.5014,35,3.6,,,,,,,,,,,,,,,,
2018-04-26,08:22.8,37.4517,72.1368,200,3.5,,,,,,,,,,,,,,,,
2018-04-26,33:45.8,37.3142,71.8348,150,3.8,,,,,,,,,,,,,,,,
2018-04-27,33:34.4,29.2167,76.8143,10.2,3.3,,,,,,,,,,,,,,,,
2018-04-28,46:14.9,34.8771,78.9404,35,3.4,,,,,,,,,,,,,,,,
2018-04-28,49:00.1,31.2674,80.3213,35,3.6,,,,,,,,,,,,,,,,
2018-04-29,11:54.1,28.4852,86.7468,50,3.8,,,,,,,,,,,,,,,,
2018-04-30,31:20.4,36.621,75.7664,35,3.6,,,,,,,,,,,,,,,,
2018-05-01,59:04.8,36.5882,72.4022,63,3.4,,,,,,,,,,,,,,,,
2018-05-03,11:14.9,34.2815,73.4642,22,3.8,,,,,,,,,,,,,,,,
2018-05-05,04:42.4,28.0166,87.4723,10,3.6,,,,,,,,,,,,,,,,
2018-05-06,46:54.3,32.8599,76.0205,28,4.1,,,,,,,,,,,,,,,,
2018-05-06,13:39.1,37.374,72.1026,150,4.3,,,,,,,,,,,,,,,,
2018-05-08,03:35.9,28.989,84.6643,35,3.7,,,,,,,,,,,,,,,,
2018-05-08,07:37.9,27.971,87.7286,17.2,3.8,,,,,,,,,,,,,,,,
2018-05-10,01:52.4,28.4439,87.4856,14.9,4.3,,,,,,,,,,,,,,,,
2018-05-14,30:04.3,29.75,88.4378,35,3.7,,,,,,,,,,,,,,,,
2018-05-17,56:26.3,27.2792,91.3649,35,3.5,,,,,,,,,,,,,,,,
2018-05-17,47:39.6,37.188,71.8841,150,3.5,,,,,,,,,,,,,,,,
2018-05-21,51:05.3,31.6167,78.4565,32,4.4,,,,,,,,,,,,,,,,
2018-05-21,06:07.5,34.434,80.3739,35,3.5,,,,,,,,,,,,,,,,
2018-05-22,35:09.1,31.8611,78.5458,11.9,3.6,,,,,,,,,,,,,,,,
2018-05-24,25:16.1,29.7826,80.7149,10,3.7,,,,,,,,,,,,,,,,
2018-05-25,37:30.8,28.3739,86.1046,28,3.7,,,,,,,,,,,,,,,,
2018-05-25,22:48.9,31.6046,78.2767,11.3,3.6,,,,,,,,,,,,,,,,
2018-05-26,23:34.6,34.9098,76.2192,35,3.6,,,,,,,,,,,,,,,,
2018-06-01,02:09.3,34.32,78.2756,35,3.9,,,,,,,,,,,,,,,,
2018-06-03,44:56.1,27.6309,87.5454,21,3.5,,,,,,,,,,,,,,,,
2018-06-03,13:37.8,34.2605,78.1799,35,3.8,,,,,,,,,,,,,,,,
2018-06-05,34:36.4,29.5836,81.6283,13.1,4.7,,,,,,,,,,,,,,,,
2018-06-06,41:25.5,30.7621,78.8051,24.1,4.4,,,,,,,,,,,,,,,,
2018-06-06,44:14.6,30.7763,78.9318,8.3,3.6,,,,,,,,,,,,,,,,
2018-06-07,51:17.6,34.243,78.067,10,4.5,,,,,,,,,,,,,,,,
2018-06-07,55:45.5,34.7859,72.9564,24,3.8,,,,,,,,,,,,,,,,
2018-06-14,11:46.1,29.9509,84.3472,35,3.3,,,,,,,,,,,,,,,,
2018-06-14,42:08.1,30.9114,78.299,15.7,4.2,,,,,,,,,,,,,,,,
2018-06-14,15:49.7,32.5784,76.2889,16.5,4.5,,,,,,,,,,,,,,,,
2018-06-16,27:54.1,28.4214,86.0911,35,3.9,,,,,,,,,,,,,,,,
2018-06-16,06:33.5,31.5282,77.6767,9,3.6,,,,,,,,,,,,,,,,
2018-06-17,07:36.0,27.4789,88.4813,42.6,4.3,,,,,,,,,,,,,,,,
2018-06-20,08:58.0,27.3141,87.844,16.2,4.4,,,,,,,,,,,,,,,,
2018-06-20,15:21.2,27.2503,87.8821,13.9,4.5,,,,,,,,,,,,,,,,
2018-06-25,57:43.8,32.889,75.9759,3.4,3.4,,,,,,,,,,,,,,,,
2018-06-28,07:47.0,27.8271,84.8361,15.3,4.7,,,,,,,,,,,,,,,,
2018-07-01,07:02.3,29.0176,76.9936,15.7,4.2,,,,,,,,,,,,,,,,
2018-07-06,14:20.0,28.945,77.1894,14,3.5,,,,,,,,,,,,,,,,
2018-07-06,56:15.0,37.4287,71.9188,100,4.3,,,,,,,,,,,,,,,,
2018-07-07,34:15.4,35.6495,74.3777,100,3.9,,,,,,,,,,,,,,,,
2018-07-09,52:28.6,37.3927,72.2487,150,3.3,,,,,,,,,,,,,,,,
2018-07-11,55:48.3,34.211,78.0919,35,3.8,,,,,,,,,,,,,,,,
2018-07-13,13:14.3,29.5101,81.4145,27,3.6,,,,,,,,,,,,,,,,
2018-07-18,30:42.9,29.3265,81.1594,17,3.7,,,,,,,,,,,,,,,,
2018-07-18,11:17.4,29.9279,87.671,35,3.6,,,,,,,,,,,,,,,,
2018-07-18,15:12.0,36.7532,72.1951,150,3.5,,,,,,,,,,,,,,,,
2018-07-19,30:28.9,28.2431,87.3505,10,4,,,,,,,,,,,,,,,,
2018-07-21,19:35.8,34.4668,73.988,26,4.4,,,,,,,,,,,,,,,,
2018-07-21,37:44.8,34.4534,73.9261,26,3.9,,,,,,,,,,,,,,,,
2018-07-24,45:31.2,27.6985,84.8417,12.6,4.2,,,,,,,,,,,,,,,,
2018-07-25,52:49.3,28.931,93.6836,35,3.5,,,,,,,,,,,,,,,,
2018-07-27,12:28.3,32.3912,76.4649,3.9,3.8,,,,,,,,,,,,,,,,
2018-07-30,23:27.8,29.4015,90.1626,10,3.7,,,,,,,,,,,,,,,,
2018-07-30,24:46.7,28.9527,89.8909,35,3.6,,,,,,,,,,,,,,,,
2018-07-31,11:32.9,34.7105,73.278,35,3.5,,,,,,,,,,,,,,,,
2018-08-01,08:02.1,34.5826,72.5789,100,3.4,,,,,,,,,,,,,,,,
2018-08-11,04:14.9,26.7661,90.8924,12.8,3.8,,,,,,,,,,,,,,,,
2018-08-12,26:54.4,37.1162,71.9749,250,4.3,,,,,,,,,,,,,,,,
2018-08-14,10:47.1,37.3603,72.3151,200,4.9,,,,,,,,,,,,,,,,
2018-08-14,48:38.5,37.4922,72.7544,10,3.8,,,,,,,,,,,,,,,,
2018-08-14,04:17.7,37.3083,72.9477,10,3.6,,,,,,,,,,,,,,,,
2018-08-14,04:57.0,37.3394,72.9105,35,3.7,,,,,,,,,,,,,,,,
2018-08-16,57:17.3,29.3682,95.0425,35,3.6,,,,,,,,,,,,,,,,
2018-08-24,31:08.5,27.4417,87.9443,10.1,3.9,,,,,,,,,,,,,,,,
2018-08-26,45:11.5,37.38,72.2605,176,3.9,,,,,,,,,,,,,,,,
2018-08-26,59:31.0,37.3317,72.215,200,4.3,,,,,,,,,,,,,,,,
2018-08-30,59:15.4,37.3533,71.9509,130,4,,,,,,,,,,,,,,,,
2018-09-02,23:51.7,37.3955,72.1617,150,3.6,,,,,,,,,,,,,,,,
2018-09-08,37:03.1,27.5829,94.0673,35,3.6,,,,,,,,,,,,,,,,
2018-09-09,07:05.0,28.6581,76.7327,24.6,3.8,,,,,,,,,,,,,,,,
2018-09-10,58:04.3,28.7483,76.6565,0.2,3.8,,,,,,,,,,,,,,,,
2018-09-11,05:40.0,33.5766,76.2119,26,4.3,,,,,,,,,,,,,,,,
2018-09-11,06:43.0,37.0969,71.9429,150,3.6,,,,,,,,,,,,,,,,
2018-09-15,47:53.2,37.1273,71.9174,154.6,4.3,,,,,,,,,,,,,,,,
2018-09-23,05:06.0,37.4011,72.3084,200,4.7,,,,,,,,,,,,,,,,
2018-09-30,35:55.1,34.1326,74.0119,20,3.6,,,,,,,,,,,,,,,,
2018-10-03,05:33.2,37.4264,72.1241,150,3.2,,,,,,,,,,,,,,,,
