DATE      ,TIME       ,LAT     ,LON      ,DEPTH,MAG,,,,,,,,,,,,,,,,
1990-07-03,32:52.7,37.0062,72.9125,42,4.2,,,,,,,,,,,,,,,,
1990-07-03,18:12.1,37.1513,72.8169,42,4.7,,,,,,,,,,,,,,,,
1990-07-09,37:43.7,36.9636,71.8701,150,4.3,,,,,,,,,,,,,,,,
1990-08-06,06:52.5,37.3866,72.3451,176,4.2,,,,,,,,,,,,,,,,
1990-08-08,56:08.4,35.9048,73.8324,35,4.7,,,,,,,,,,,,,,,,
1990-08-08,52:13.8,35.6718,73.7531,37,4.6,,,,,,,,,,,,,,,,
1990-08-29,41:36.4,27.1382,92.6224,25.8,4.8,,,,,,,,,,,,,,,,
1990-09-02,29:27.2,26.6154,92.6676,50.2,5.2,,,,,,,,,,,,,,,,
1990-09-19,01:06.2,36.9443,71.833,142,3.9,,,,,,,,,,,,,,,,
1990-09-21,08:20.1,29.9078,79.9451,16,5.1,,,,,,,,,,,,,,,,
1990-10-14,13:16.8,29.2837,81.7218,27,4.5,,,,,,,,,,,,,,,,
1990-10-21,56:40.8,37.0316,72.2059,142,4.4,,,,,,,,,,,,,,,,
1990-10-21,16:31.9,37.2349,72.4674,35,4.4,,,,,,,,,,,,,,,,
1990-10-28,14:52.3,30.4322,81.5203,36,4.4,,,,,,,,,,,,,,,,
1990-11-12,45:18.1,33.4906,75.8626,26,4.8,,,,,,,,,,,,,,,,
1990-11-17,51:59.2,35.5057,74.7024,10,4.3,,,,,,,,,,,,,,,,
1990-11-22,56:18.6,37.3788,72.0264,35,3.9,,,,,,,,,,,,,,,,
1990-12-13,28:53.2,31.4377,77.2765,9,4.8,,,,,,,,,,,,,,,,
1990-12-18,40:52.1,30.3069,79.1804,24,4.9,,,,,,,,,,,,,,,,
1990-12-20,04:42.5,28.1811,82.9714,35,5,,,,,,,,,,,,,,,,
1990-12-20,46:50.7,34.4288,74.5614,35,4.3,,,,,,,,,,,,,,,,
1990-12-21,32:03.0,35.8251,73.8385,35,4.5,,,,,,,,,,,,,,,,
1990-12-25,56:44.6,33.2754,75.7536,25.9,5.4,,,,,,,,,,,,,,,,
1990-12-29,24:11.6,26.6245,92.5865,10,5,,,,,,,,,,,,,,,,
1991-01-20,43:17.5,31.64,77.3918,27.8,5,,,,,,,,,,,,,,,,
1991-01-26,31:05.8,37.3991,72.1539,35,4,,,,,,,,,,,,,,,,
1991-02-12,02:55.4,30.567,79.1866,17,4.6,,,,,,,,,,,,,,,,
1991-02-25,52:36.3,34.6007,79.0244,35,4.6,,,,,,,,,,,,,,,,
1991-03-15,28:16.6,28.3608,87.561,35,4.7,,,,,,,,,,,,,,,,
1991-03-16,57:43.2,34.5351,72.5815,25,4.5,,,,,,,,,,,,,,,,
1991-03-23,33:37.1,34.3503,79.73,35,4.6,,,,,,,,,,,,,,,,
1991-04-04,27:44.6,37.124,72.952,42,4.3,,,,,,,,,,,,,,,,
1991-04-10,23:36.3,36.8838,72.9954,42,3.8,,,,,,,,,,,,,,,,
1991-04-16,33:54.4,36.7874,73.0812,29.1,4.6,,,,,,,,,,,,,,,,
1991-04-22,48:31.5,30.1435,79.8235,35,4.7,,,,,,,,,,,,,,,,
1991-04-27,04:58.4,29.8881,94.8752,35,4.5,,,,,,,,,,,,,,,,
1991-05-01,57:27.5,29.4379,82.2662,21.4,4.1,,,,,,,,,,,,,,,,
1991-05-17,04:32.8,34.9282,73.7795,35,3.7,,,,,,,,,,,,,,,,
1991-05-18,52:18.7,31.6173,80.1148,8.4,4.6,,,,,,,,,,,,,,,,
1991-05-18,59:22.1,31.539,80.077,35,4.6,,,,,,,,,,,,,,,,
1991-05-19,50:43.5,37.2717,71.867,135.7,4.2,,,,,,,,,,,,,,,,
1991-05-26,29:11.2,29.4937,80.3523,19,4.5,,,,,,,,,,,,,,,,
1991-05-27,06:57.2,29.6947,80.3561,27.8,4.7,,,,,,,,,,,,,,,,
1991-06-01,49:24.0,28.8508,81.7161,19,4.3,,,,,,,,,,,,,,,,
1991-06-07,42:11.8,36.565,72.2139,124,4,,,,,,,,,,,,,,,,
1991-06-10,30:11.4,29.3489,80.3342,35,4.5,,,,,,,,,,,,,,,,
1991-06-20,54:09.3,37.0298,71.8543,142,4.4,,,,,,,,,,,,,,,,
1991-06-23,45:41.7,32.3997,76.6275,18,4.7,,,,,,,,,,,,,,,,
1991-08-20,06:25.9,30.3137,79.7232,17,4.3,,,,,,,,,,,,,,,,
1991-09-09,54:52.1,28.8232,94.9418,26.8,4.7,,,,,,,,,,,,,,,,
1991-10-02,41:16.4,37.3444,72.0859,200,3.9,,,,,,,,,,,,,,,,
1991-10-05,09:21.8,37.3903,72.3619,176,4,,,,,,,,,,,,,,,,
1991-10-15,11:00.5,30.5276,79.2378,17,4.5,,,,,,,,,,,,,,,,
1991-10-19,23:16.6,30.756,78.7907,16.1,6.6,,,,,,,,,,,,,,,,
1991-10-19,29:24.9,30.8431,78.8444,35,4.7,,,,,,,,,,,,,,,,
1991-10-19,41:16.9,30.626,78.7628,16.7,4.8,,,,,,,,,,,,,,,,
1991-10-20,20:30.7,30.7022,78.7025,35,4.5,,,,,,,,,,,,,,,,
1991-10-20,32:28.2,30.7079,78.6554,25.4,4.8,,,,,,,,,,,,,,,,
1991-10-27,40:27.1,30.6402,78.7747,35,4.2,,,,,,,,,,,,,,,,
1991-12-09,02:45.3,29.5033,81.6044,13.7,5.7,,,,,,,,,,,,,,,,
1991-12-12,54:58.3,34.5435,79.7349,10,4.5,,,,,,,,,,,,,,,,
1991-12-18,17:20.2,32.7079,73.4138,10,4.4,,,,,,,,,,,,,,,,
1991-12-21,52:44.2,27.8498,87.97,40.9,5,,,,,,,,,,,,,,,,
1992-01-06,07:12.3,33.9858,73.9923,20,4.4,,,,,,,,,,,,,,,,
1992-01-13,03:15.8,37.2914,71.8145,130,4.3,,,,,,,,,,,,,,,,
1992-01-24,04:51.1,35.5208,74.5454,75.7,5.5,,,,,,,,,,,,,,,,
1992-01-26,48:55.2,32.354,76.4172,14,4.6,,,,,,,,,,,,,,,,
1992-01-28,17:36.3,29.2742,81.6138,10,4.3,,,,,,,,,,,,,,,,
1992-01-30,55:47.9,29.301,81.1045,17,4.6,,,,,,,,,,,,,,,,
1992-02-05,07:43.0,34.2681,78.7731,35,4.3,,,,,,,,,,,,,,,,
1992-02-06,47:04.9,34.7553,72.713,35,4.2,,,,,,,,,,,,,,,,
1992-02-13,43:33.1,32.7076,76.5094,15,4.6,,,,,,,,,,,,,,,,
1992-03-01,18:27.5,36.0903,72.985,10,3.9,,,,,,,,,,,,,,,,
1992-03-07,41:51.2,29.5006,89.3057,100,4.3,,,,,,,,,,,,,,,,
1992-03-14,40:27.7,30.4946,78.9384,34.4,4.8,,,,,,,,,,,,,,,,
1992-03-24,01:49.0,33.8434,72.8585,14.6,5,,,,,,,,,,,,,,,,
1992-03-25,59:34.5,27.5085,92.4704,23,4.2,,,,,,,,,,,,,,,,
1992-03-27,39:31.6,36.0227,72.5104,28,4.9,,,,,,,,,,,,,,,,
1992-03-27,50:26.6,35.9211,73.0019,26,3.7,,,,,,,,,,,,,,,,
1992-03-30,19:35.8,35.9045,72.4927,49,4.3,,,,,,,,,,,,,,,,
1992-04-01,41:04.9,27.413,86.9583,35,4.6,,,,,,,,,,,,,,,,
1992-04-04,43:21.3,28.1278,87.9235,31.4,5.1,,,,,,,,,,,,,,,,
1992-04-04,38:10.9,37.2615,72.1059,200,3.8,,,,,,,,,,,,,,,,
1992-04-07,23:05.3,37.2677,72.8322,10,4.4,,,,,,,,,,,,,,,,
1992-04-16,42:12.9,35.5512,72.1298,35,4.3,,,,,,,,,,,,,,,,
1992-04-17,43:01.5,34.2075,72.6666,34,4.2,,,,,,,,,,,,,,,,
1992-04-20,29:43.4,26.7055,95.2695,35,4.4,,,,,,,,,,,,,,,,
1992-04-20,50:27.6,27.0673,92.029,23,4.6,,,,,,,,,,,,,,,,
1992-04-22,08:46.7,30.9197,78.2358,10,4.6,,,,,,,,,,,,,,,,
1992-05-10,04:33.6,37.1084,72.9715,28.6,5.6,,,,,,,,,,,,,,,,
1992-05-10,47:18.1,37.2981,72.9761,10,4.1,,,,,,,,,,,,,,,,
1992-05-10,20:57.6,37.4001,73.6482,35,4,,,,,,,,,,,,,,,,
1992-05-10,42:40.9,37.2034,72.7806,10,4.4,,,,,,,,,,,,,,,,
1992-05-10,44:30.3,37.0797,72.7993,42,4.5,,,,,,,,,,,,,,,,
1992-05-10,38:16.0,37.1142,72.9898,42,4.6,,,,,,,,,,,,,,,,
1992-05-10,55:32.7,37.1358,72.7844,42,4.6,,,,,,,,,,,,,,,,
1992-05-11,23:44.5,37.1006,73.0255,28.2,4.8,,,,,,,,,,,,,,,,
1992-05-14,30:18.5,37.3665,73.4494,35,4,,,,,,,,,,,,,,,,
1992-05-15,57:17.5,36.9196,72.5825,100,4.1,,,,,,,,,,,,,,,,
1992-05-31,36:40.5,37.3838,73.2121,35,3.9,,,,,,,,,,,,,,,,
1992-06-02,07:46.2,28.9029,81.897,53.5,5.2,,,,,,,,,,,,,,,,
1992-06-06,37:22.7,37.4925,72.3552,35,4,,,,,,,,,,,,,,,,
1992-06-08,26:04.2,28.6057,94.0258,35,4.4,,,,,,,,,,,,,,,,
1992-06-12,45:31.6,30.6985,78.7257,35,4.8,,,,,,,,,,,,,,,,
1992-06-13,40:07.3,28.8371,82.8579,35,4.7,,,,,,,,,,,,,,,,
1992-06-19,08:59.0,37.0462,71.8647,152.6,4.6,,,,,,,,,,,,,,,,
1992-06-19,50:51.6,35.7591,75.0794,35,4.7,,,,,,,,,,,,,,,,
1992-06-19,02:37.9,32.243,72.0453,35,3.8,,,,,,,,,,,,,,,,
1992-06-24,43:45.9,35.7011,74.9201,25,4.5,,,,,,,,,,,,,,,,
1992-06-24,49:29.9,35.5623,74.756,25,4.6,,,,,,,,,,,,,,,,
1992-07-17,45:03.7,35.5945,74.8593,24.7,4.9,,,,,,,,,,,,,,,,
1992-07-17,41:12.3,35.7612,74.9376,10,4.7,,,,,,,,,,,,,,,,
1992-07-17,37:48.1,35.8049,75.2583,35,4.2,,,,,,,,,,,,,,,,
1992-07-24,24:19.2,29.3906,90.1802,35,4.4,,,,,,,,,,,,,,,,
1992-07-30,24:49.5,29.5266,90.1712,23.7,5.9,,,,,,,,,,,,,,,,
1992-07-30,36:39.2,29.784,90.3895,7,4.3,,,,,,,,,,,,,,,,
1992-07-30,06:14.8,29.7487,90.0296,35,4.3,,,,,,,,,,,,,,,,
1992-08-04,50:05.3,29.8448,90.3409,7,4.2,,,,,,,,,,,,,,,,
1992-08-09,34:49.3,28.6469,86.5067,57,4.5,,,,,,,,,,,,,,,,
1992-08-09,16:30.2,30.8733,78.4727,10,3.9,,,,,,,,,,,,,,,,
1992-08-21,12:54.0,34.6798,80.1449,27,4.7,,,,,,,,,,,,,,,,
1992-08-24,49:56.0,34.6369,80.1513,28.5,4.9,,,,,,,,,,,,,,,,
1992-08-24,59:45.0,34.682,80.2886,35,4.6,,,,,,,,,,,,,,,,
1992-08-26,30:58.9,34.6732,80.1424,28,4.2,,,,,,,,,,,,,,,,
1992-09-03,58:38.7,34.5973,80.0316,25.4,4.8,,,,,,,,,,,,,,,,
1992-09-06,10:55.8,32.5339,76.3682,14,4.5,,,,,,,,,,,,,,,,
1992-09-07,10:09.4,34.6027,80.219,14.1,4.8,,,,,,,,,,,,,,,,
1992-09-08,19:20.1,28.6017,95.0197,35,4.5,,,,,,,,,,,,,,,,
1992-09-16,25:52.2,34.3051,79.4337,35,4.2,,,,,,,,,,,,,,,,
1992-09-26,33:09.5,36.975,71.9596,142,4.5,,,,,,,,,,,,,,,,
1992-10-13,36:07.5,36.1996,73.8219,35,4.3,,,,,,,,,,,,,,,,
1992-10-22,07:07.1,29.0299,80.6133,10,4.3,,,,,,,,,,,,,,,,
1992-10-31,56:04.1,27.0375,93.4436,35,4.4,,,,,,,,,,,,,,,,
1992-11-02,52:56.3,37.3356,71.9613,145.7,4.8,,,,,,,,,,,,,,,,
1992-11-06,47:46.5,34.4062,80.0601,28,4.6,,,,,,,,,,,,,,,,
1992-11-11,27:27.3,27.6587,92.6671,17,4.6,,,,,,,,,,,,,,,,
1992-11-28,13:07.1,37.0301,72.1269,200,4,,,,,,,,,,,,,,,,
1992-12-05,59:09.7,37.4596,72.3378,150,4.3,,,,,,,,,,,,,,,,
1992-12-08,13:35.4,34.9317,80.2498,35,4.1,,,,,,,,,,,,,,,,
1992-12-29,44:03.7,37.3372,71.9684,130,4,,,,,,,,,,,,,,,,
1993-01-02,53:39.4,29.1628,81.0849,12.6,4.9,,,,,,,,,,,,,,,,
1993-01-08,01:39.3,29.0228,81.3196,10,4.1,,,,,,,,,,,,,,,,
1993-01-12,52:43.1,31.2376,80.3965,16.9,4.8,,,,,,,,,,,,,,,,
1993-01-13,02:07.0,28.4756,86.5346,57,3.8,,,,,,,,,,,,,,,,
1993-01-15,41:27.5,34.567,80.0917,28,4,,,,,,,,,,,,,,,,
1993-01-27,34:58.6,37.2765,71.8854,162.6,4.3,,,,,,,,,,,,,,,,
1993-01-28,24:52.8,37.316,71.8483,130,4,,,,,,,,,,,,,,,,
1993-02-17,06:08.9,33.499,72.52,24.6,5,,,,,,,,,,,,,,,,
1993-02-18,14:44.7,36.7251,74.0312,17.8,5,,,,,,,,,,,,,,,,
1993-03-19,21:46.3,36.9159,71.8653,142,4,,,,,,,,,,,,,,,,
1993-03-20,52:01.2,28.9776,87.4743,15.1,5.8,,,,,,,,,,,,,,,,
1993-03-20,26:40.1,28.9857,87.4514,15.4,5,,,,,,,,,,,,,,,,
1993-03-21,31:17.4,29.0442,87.58,10,4.5,,,,,,,,,,,,,,,,
1993-03-25,16:55.7,29.6851,80.5193,19,4.6,,,,,,,,,,,,,,,,
1993-03-31,44:10.5,29.0536,87.4065,12.5,5.1,,,,,,,,,,,,,,,,
1993-04-08,30:45.4,35.2914,75.1167,27.6,4.6,,,,,,,,,,,,,,,,
1993-04-12,57:59.5,28.3782,82.8591,35,4.4,,,,,,,,,,,,,,,,
1993-04-12,48:12.2,28.6756,95.2894,15.2,4.4,,,,,,,,,,,,,,,,
1993-05-02,44:04.5,36.7177,72.0505,35,4.1,,,,,,,,,,,,,,,,
1993-05-17,01:13.6,36.4931,73.1699,100,4,,,,,,,,,,,,,,,,
1993-05-28,20:32.3,26.671,93.1713,43,4.2,,,,,,,,,,,,,,,,
1993-06-08,30:37.6,33.7575,72.7585,14.7,4.8,,,,,,,,,,,,,,,,
1993-06-23,19:27.6,27.6757,92.6195,24.5,4.6,,,,,,,,,,,,,,,,
1993-07-03,00:23.9,28.523,86.811,34,4.7,,,,,,,,,,,,,,,,
1993-07-05,52:37.5,27.9694,85.0735,18.9,4,,,,,,,,,,,,,,,,
1993-07-05,11:09.2,27.9816,85.0903,14.4,4.8,,,,,,,,,,,,,,,,
1993-07-18,02:11.1,36.7552,72.6209,10,4,,,,,,,,,,,,,,,,
1993-07-31,29:24.3,27.4246,91.8365,60.6,4.4,,,,,,,,,,,,,,,,
1993-08-15,19:35.4,30.6876,78.9,24,4.2,,,,,,,,,,,,,,,,
1993-08-19,49:28.0,30.2122,80.135,25.7,4.5,,,,,,,,,,,,,,,,
1993-09-05,05:56.0,27.4252,87.2089,29,4.6,,,,,,,,,,,,,,,,
1993-09-15,08:14.4,33.2144,75.8515,25.3,5,,,,,,,,,,,,,,,,
1993-09-20,40:56.0,27.8183,92.7504,16.8,4.8,,,,,,,,,,,,,,,,
1993-10-20,23:40.1,28.7472,82.237,35,5,,,,,,,,,,,,,,,,
1993-10-20,15:59.9,28.775,82.2347,25.3,5.2,,,,,,,,,,,,,,,,
1993-11-05,45:54.5,37.2527,72.036,150,4,,,,,,,,,,,,,,,,
1993-11-14,20:35.5,30.2028,80.1242,16,4.7,,,,,,,,,,,,,,,,
1993-11-20,13:12.4,36.98,72.5603,152,4.1,,,,,,,,,,,,,,,,
1993-12-03,48:46.3,28.9863,76.7154,11,4.2,,,,,,,,,,,,,,,,
1993-12-12,34:18.0,27.1794,91.8801,19.3,5,,,,,,,,,,,,,,,,
1993-12-14,27:47.9,28.2728,86.6976,57,4.7,,,,,,,,,,,,,,,,
1993-12-30,18:01.8,27.1909,87.5209,21,4,,,,,,,,,,,,,,,,
1993-12-31,54:01.6,29.2838,95.3228,18,5,,,,,,,,,,,,,,,,
1994-01-06,12:43.2,28.1536,92.0766,35,4.2,,,,,,,,,,,,,,,,
1994-01-06,29:23.0,37.2225,71.889,35,4.2,,,,,,,,,,,,,,,,
1994-01-31,38:47.2,29.4313,81.7733,27,4.7,,,,,,,,,,,,,,,,
1994-03-29,25:59.4,30.5275,79.386,17,4,,,,,,,,,,,,,,,,
1994-03-30,39:26.9,36.3299,73.1168,42,4.1,,,,,,,,,,,,,,,,
1994-03-30,43:42.3,36.235,72.9058,35,4.1,,,,,,,,,,,,,,,,
1994-04-15,44:19.1,34.3856,74.157,26,4.5,,,,,,,,,,,,,,,,
1994-05-10,29:55.8,29.2471,83.9578,35,4.3,,,,,,,,,,,,,,,,
1994-05-11,41:14.0,37.3051,72.1161,130,4.3,,,,,,,,,,,,,,,,
1994-05-13,19:52.2,32.4192,75.9112,20,4.4,,,,,,,,,,,,,,,,
1994-05-23,22:40.4,36.9004,71.896,142,3.7,,,,,,,,,,,,,,,,
1994-05-25,38:50.9,27.7546,87.9305,20,4.7,,,,,,,,,,,,,,,,
1994-05-28,04:01.0,37.0256,72.0927,142,4,,,,,,,,,,,,,,,,
1994-06-03,53:20.0,36.7723,71.8943,100,4.3,,,,,,,,,,,,,,,,
1994-06-06,27:44.7,37.0475,72.0351,200,3.8,,,,,,,,,,,,,,,,
1994-06-08,57:52.9,37.4811,72.6769,176,4.2,,,,,,,,,,,,,,,,
1994-06-19,12:47.2,36.5699,71.8066,124,4.3,,,,,,,,,,,,,,,,
1994-06-25,32:42.3,27.6164,85.9597,19,4.3,,,,,,,,,,,,,,,,
1994-07-02,34:11.8,32.7323,76.3342,15,3.9,,,,,,,,,,,,,,,,
1994-07-10,16:45.1,31.6647,78.3628,35,4.3,,,,,,,,,,,,,,,,
1994-07-17,40:49.1,29.2285,81.402,22.9,5,,,,,,,,,,,,,,,,
1994-07-19,05:59.3,37.4008,72.1593,130,4.5,,,,,,,,,,,,,,,,
1994-07-31,53:35.2,31.669,80.2025,10.9,4.8,,,,,,,,,,,,,,,,
1994-08-01,25:17.0,31.8601,80.2109,35,4.5,,,,,,,,,,,,,,,,
1994-08-20,11:33.7,33.3931,76.1581,31,4.5,,,,,,,,,,,,,,,,
1994-09-25,59:04.9,27.9997,87.174,50,4.1,,,,,,,,,,,,,,,,
1994-10-16,59:33.4,37.2881,71.9829,200,4,,,,,,,,,,,,,,,,
1994-10-19,39:30.9,37.1376,72.8973,21.8,4.6,,,,,,,,,,,,,,,,
1994-10-24,06:39.8,26.9168,92.3448,35,4.3,,,,,,,,,,,,,,,,
1994-10-25,29:05.1,27.1205,92.1527,10,4.9,,,,,,,,,,,,,,,,
1994-10-30,44:55.5,37.3287,71.9908,100,4.3,,,,,,,,,,,,,,,,
1994-12-06,35:17.9,28.9688,94.6961,14.9,4.9,,,,,,,,,,,,,,,,
1994-12-08,01:29.7,30.5836,79.5028,17,4.8,,,,,,,,,,,,,,,,
1994-12-11,37:45.3,36.4803,71.873,124,4.1,,,,,,,,,,,,,,,,
1994-12-12,41:36.0,29.5864,80.5992,19,4.5,,,,,,,,,,,,,,,,
1994-12-19,22:19.7,33.9819,71.9551,35,3.9,,,,,,,,,,,,,,,,
1995-01-01,56:15.3,27.9169,87.7283,68,4.5,,,,,,,,,,,,,,,,
1995-01-10,11:32.7,36.8638,72.0971,142,4.2,,,,,,,,,,,,,,,,
1995-01-19,33:16.5,28.3611,83.3714,10.4,4.3,,,,,,,,,,,,,,,,
1995-01-27,20:08.0,28.7786,81.3761,51.1,4.1,,,,,,,,,,,,,,,,
1995-01-29,52:22.3,26.633,86.0787,56.9,4.2,,,,,,,,,,,,,,,,
1995-01-30,06:56.4,29.0789,82.0467,40,4,,,,,,,,,,,,,,,,
1995-02-04,10:46.9,30.9113,81.7351,35,4.2,,,,,,,,,,,,,,,,
1995-02-05,05:45.2,37.4502,71.9125,35,4.3,,,,,,,,,,,,,,,,
1995-02-07,35:58.8,37.3513,72.0101,130,4.3,,,,,,,,,,,,,,,,
1995-02-11,49:21.3,37.2343,72.2378,200,3.5,,,,,,,,,,,,,,,,
1995-02-14,33:37.6,36.6725,71.916,250,4,,,,,,,,,,,,,,,,
1995-02-17,44:26.0,27.5953,92.4032,32.4,5.2,,,,,,,,,,,,,,,,
1995-02-18,09:28.5,27.8391,85.7755,14.9,4.2,,,,,,,,,,,,,,,,
1995-02-25,14:07.8,36.97,72.3404,204.9,3.9,,,,,,,,,,,,,,,,
1995-02-27,19:19.9,37.3975,72.1605,142,4.1,,,,,,,,,,,,,,,,
1995-03-01,45:56.5,37.1386,71.8679,200,4.1,,,,,,,,,,,,,,,,
1995-03-13,56:24.7,37.0008,71.8413,131,4.5,,,,,,,,,,,,,,,,
1995-03-18,10:55.7,37.3231,72.4364,150,4.3,,,,,,,,,,,,,,,,
1995-03-24,12:48.4,28.3366,87.2101,105,4.3,,,,,,,,,,,,,,,,
1995-03-24,52:34.0,32.5348,76.3466,27.4,4.8,,,,,,,,,,,,,,,,
1995-03-26,22:35.3,27.4629,92.1959,22.5,4.7,,,,,,,,,,,,,,,,
1995-03-29,11:13.6,28.4257,86.4566,35,4.7,,,,,,,,,,,,,,,,
1995-03-30,13:54.8,35.6782,74.5196,35,4.4,,,,,,,,,,,,,,,,
1995-04-06,18:41.2,37.0752,72.1417,35,4.4,,,,,,,,,,,,,,,,
1995-04-07,49:38.8,35.9754,71.8443,150,4.1,,,,,,,,,,,,,,,,
1995-04-14,36:14.0,29.9423,87.9633,37,4.2,,,,,,,,,,,,,,,,
1995-04-14,22:29.3,36.3081,71.8004,110.2,4.3,,,,,,,,,,,,,,,,
1995-04-17,32:46.8,29.5473,81.5201,23.1,4.8,,,,,,,,,,,,,,,,
1995-04-17,34:34.9,29.5753,81.4953,21.3,4.7,,,,,,,,,,,,,,,,
1995-04-17,21:17.4,36.829,72.1482,142,4,,,,,,,,,,,,,,,,
1995-04-18,08:56.6,36.9211,71.8188,100,4.4,,,,,,,,,,,,,,,,
1995-04-24,59:44.4,36.8542,72.2537,106.8,4,,,,,,,,,,,,,,,,
1995-04-26,19:35.3,35.5292,73.1948,40,4.4,,,,,,,,,,,,,,,,
1995-06-12,30:07.4,31.4409,79.8925,35,4.1,,,,,,,,,,,,,,,,
1995-06-16,12:35.6,37.403,72.4683,176,3.9,,,,,,,,,,,,,,,,
1995-06-17,06:06.3,34.2647,76.239,24.4,4.6,,,,,,,,,,,,,,,,
1995-06-28,04:29.7,28.4081,91.511,19,4.5,,,,,,,,,,,,,,,,
1995-07-03,59:48.3,27.2301,92.3083,22.7,4.7,,,,,,,,,,,,,,,,
1995-07-06,00:33.4,37.3568,72.3414,125.3,4.4,,,,,,,,,,,,,,,,
1995-07-12,16:32.0,37.0295,71.9719,142,4.1,,,,,,,,,,,,,,,,
1995-07-15,39:43.8,29.9186,79.0765,35,4.1,,,,,,,,,,,,,,,,
1995-07-18,49:26.0,37.3375,73.5576,250,4,,,,,,,,,,,,,,,,
1995-07-23,28:08.8,36.402,72.3216,129.7,4.4,,,,,,,,,,,,,,,,
1995-07-31,15:52.0,36.3481,74.1104,35,3.9,,,,,,,,,,,,,,,,
1995-07-31,56:07.4,36.2428,73.8932,35,3.7,,,,,,,,,,,,,,,,
1995-08-03,05:47.8,29.8808,81.5939,38.9,4.5,,,,,,,,,,,,,,,,
1995-08-07,12:23.5,29.7971,81.6048,33,4.2,,,,,,,,,,,,,,,,
1995-08-08,09:59.6,30.0854,81.7261,33,4.2,,,,,,,,,,,,,,,,
1995-08-08,48:19.0,37.2768,71.9258,130,4.1,,,,,,,,,,,,,,,,
1995-08-17,47:52.6,33.8036,76.3926,25,4.2,,,,,,,,,,,,,,,,
1995-08-29,51:37.4,36.0141,73.8612,10,4,,,,,,,,,,,,,,,,
1995-09-04,44:07.5,27.8597,94.1399,35,4.2,,,,,,,,,,,,,,,,
1995-09-05,44:02.0,30.9988,77.5992,28,4.2,,,,,,,,,,,,,,,,
1995-09-13,45:01.6,37.2268,72.9927,42,3.9,,,,,,,,,,,,,,,,
1995-09-24,41:16.7,37.4735,74.213,35,4.1,,,,,,,,,,,,,,,,
1995-09-26,32:01.1,32.2131,74.8469,35,4.1,,,,,,,,,,,,,,,,
1995-09-29,47:48.3,26.6195,92.8168,10,4.3,,,,,,,,,,,,,,,,
1995-10-03,44:42.1,36.9823,71.949,142,3.7,,,,,,,,,,,,,,,,
1995-10-04,39:56.0,28.1963,84.2861,35,4.4,,,,,,,,,,,,,,,,
1995-10-07,58:25.2,37.2981,72.3126,200,3.7,,,,,,,,,,,,,,,,
1995-10-08,38:03.0,35.8487,73.4813,48,3.9,,,,,,,,,,,,,,,,
1995-10-23,57:51.5,28.6188,94.0588,35,4.3,,,,,,,,,,,,,,,,
1995-10-27,33:24.0,28.6508,83.5178,31.2,4.4,,,,,,,,,,,,,,,,
1995-10-30,10:32.6,36.4205,71.9106,124,4.1,,,,,,,,,,,,,,,,
1995-11-15,44:14.5,28.8761,76.6758,11,4.1,,,,,,,,,,,,,,,,
1995-11-26,21:28.5,31.9264,78.4082,12,4.2,,,,,,,,,,,,,,,,
1995-11-27,44:02.0,30.429,79.2689,24,4.6,,,,,,,,,,,,,,,,
1995-11-30,24:22.2,31.4957,74.1623,35,4.3,,,,,,,,,,,,,,,,
1995-12-04,54:52.4,27.2631,91.9173,15,4.7,,,,,,,,,,,,,,,,
1995-12-08,00:30.1,33.2611,72.3128,35,4.2,,,,,,,,,,,,,,,,
1995-12-10,56:33.3,31.4776,79.9741,35,4,,,,,,,,,,,,,,,,
1995-12-10,44:53.4,34.7489,80.1161,28,4,,,,,,,,,,,,,,,,
1995-12-11,49:30.6,28.5441,87.9684,35,4,,,,,,,,,,,,,,,,
1995-12-24,02:06.3,27.4742,86.1468,17.2,4.1,,,,,,,,,,,,,,,,
1995-12-30,53:43.1,37.3301,75.2393,35,4,,,,,,,,,,,,,,,,
1995-12-30,30:53.4,36.9786,75.2265,35,4,,,,,,,,,,,,,,,,
1996-01-01,38:38.7,37.3633,72.6214,176,3.6,,,,,,,,,,,,,,,,
1996-01-02,12:04.8,37.3861,71.9644,130,3.7,,,,,,,,,,,,,,,,
1996-01-08,19:39.3,37.4414,72.3401,176,3.9,,,,,,,,,,,,,,,,
1996-01-10,27:32.2,37.0668,72.6804,35,3.7,,,,,,,,,,,,,,,,
1996-01-11,29:56.1,28.7203,86.2949,48.4,3.9,,,,,,,,,,,,,,,,
1996-01-17,22:19.9,32.9899,75.961,28,3.7,,,,,,,,,,,,,,,,
1996-01-20,50:37.4,36.9783,71.876,142,3.4,,,,,,,,,,,,,,,,
1996-01-21,43:50.3,35.3259,75.8663,130,3.5,,,,,,,,,,,,,,,,
1996-01-21,52:29.7,35.6122,75.6655,10,4.1,,,,,,,,,,,,,,,,
1996-01-23,34:41.2,30.3831,79.3921,27.7,4.4,,,,,,,,,,,,,,,,
1996-01-25,15:14.8,28.4938,86.8457,34,4.4,,,,,,,,,,,,,,,,
1996-01-26,26:53.3,36.7902,71.8118,35,3.7,,,,,,,,,,,,,,,,
1996-02-07,57:01.0,29.6602,80.4923,42.7,4.2,,,,,,,,,,,,,,,,
1996-02-07,43:15.7,37.1085,72.0536,142,4,,,,,,,,,,,,,,,,
1996-02-12,32:10.7,28.147,87.9657,71,4.2,,,,,,,,,,,,,,,,
